,0,1,2,3,4,5
0,0.0,0.0,0.0,2.511405116221335,4.861460410037943,0.0
1,4.592,3.698,10.81851190125462,81.36530461810517,160.9482954421206,9.698867798
2,0.198,0.993,3.085752493676975,85.75297903025262,157.58109533793925,5.171537399
3,0.195,0.975,2.3812394301738022,78.04412656136168,160.1792384698546,2.513408661
4,28.377,40.932,126.16524085681962,78.92612169308535,157.77646349240146,13.99469376
5,0.21,1.047,2.115797770608344,80.86083041435575,157.1856573323201,4.051446915
6,0.169,1.014,2.7598613577626447,83.4638515146927,160.43247957386782,2.442359924
7,1.011,3.259,9.353353434871797,19.57797381499863,39.96752196975892,2.188444138
8,8.084,13.372,47.15611095408865,39.75803310749487,80.45285937875623,6.25872612
9,4.226,0.771,1.682554427250365,39.0058086152497,78.70606883004767,2.017498016
10,3.755,0.604,1.3615778752279684,42.369479811870676,80.56969392409908,1.239061356
11,24.545,17.528,63.6335746853756,41.479570608340836,79.61544218409703,11.64460182
12,4.532,0.591,1.2051542555784425,41.491309894368676,81.71025848610226,2.027750015
13,4.496,0.512,1.4995402628016883,42.229035119680304,78.70926203506382,1.239061356
14,8.171,6.125,13.672109184604041,10.577515753408843,20.25131328948329,1.082420349
15,2.66,10.509,33.39093596765825,20.697058967620634,39.29755552978345,3.970384598
16,0.026,0.303,0.9369820400148027,19.636416933235186,40.741887468368624,1.135110855
17,0.239,0.285,0.858267803897529,21.324095658865097,39.86579344438727,0.63586235
18,3.714,12.121,37.96593787838547,20.088983709664717,39.76670545123629,6.552457809
19,0.026,0.319,1.0395153922581242,21.344457973623754,40.39284525715032,1.151323318
20,0.025,0.232,0.6652446409381558,20.68376704169029,40.26493705321618,0.638484955
21,0.032,0.587,1.4365533179945782,4.913794352096607,10.046800674872198,0.560283661
22,0.707,3.415,9.30815933321855,5.2896681035452024,10.059820843765628,2.233028412
23,0.013,0.108,0.21930540328170595,5.277040965959826,10.245474595908057,0.411510468
24,0.013,0.066,0.16814528488231661,5.003388685453114,9.866944285152908,0.190496445
25,0.725,3.252,7.219948437214813,4.8986739947265345,10.17814346779135,1.569747925
26,0.012,0.11,0.38800004608902144,4.964526469145405,9.744332553773226,0.377655029
27,0.012,0.073,0.21168903050215138,5.220457548812771,9.821802110943914,0.186681747
28,0.032,0.131,0.28088853075005166,5.241200624596616,9.82727942652714,0.036001205
29,0.411,3.811,7.261449852791512,0.1969680498803435,0.3912593971454876,1.005887985
30,0.141,1.237,3.857881674934779,1.648108427085397,3.0714546421199875,0.169038773
31,1.505,1.301,4.142480921696837,1.6234788467298715,3.149690827795684,0.133752823
